sample_id,channel,comment_text,is_known_positive,comment_length
588,Shawn Baker MD,"I did keto 5 years, followed by 3 years Carnivore,  followed by 8 months keto. I went back to Keto,  because my HBA1C was creeping up to 6.0. I had a prostate biopsy, next day I couldn't pee, BP in the emergency room was 210 over 90 for a couple hours,  before they inserted a catheter.  One week later after the catheter was removed,  I did a light jog,  followed by light resistance training,  later that afternoon,  I had a heart attack.  Ended up with 😮a stint in my left coronary. I've always workout. Most would consider me a fitness guy. The only time , I got my HBA1C to drop. Was after I got my hands on some semaglutide,  and I microdose it. My HBA1C dropped to 5.6. But, I have long ran out of that. But, my main point. Neither keto nor Carnivore saved me from my health problems nor exercise.  I did keto and Carnivore fairly strict.  I am a older guy.  Now age 66. I think it's all connected. The prostate stress , probably set me up for the heart attack. Just remember there is no magic pill. I often think now , maybe gluconeogenesis was actually a stressful state for me, hence my HBA1C going up on Carnivore.  But who really knows. I will say being fit, probably was of great benefit to me. I had the Tulsa Pro for prostate cancer.  Recovery has been ruff. Catheter for 10 days , followed by several trips to the ER after not being able to pee. Now another catheter inserted currently for another 21 days. All in all being fit helped, I believe,  but it didn't prevent my currently suffering.  I don't know what is exactly the right way to go. But, in anycase good luck on your health journey.",False,1610
589,Dr. Robert Cywes M.D.,I only eat it if I'm hungry,False,27
590,Eric Westman,"I started a carnivore diet with the support and information from my best friend. She has psoriasis and when she first moved in with me her skin was purple, she had tons of skin hanging off every part of her body and she was suffering. She had intense itching and she’d bleed from scratching. She had previously lost a lot of weight and told me she needed to get on carnivore again. I was interested and she explained everything to to me. She was in a bad state of her life that made her leave the carnivore diet for a spell and it really affected her. She moved in with me in June of 2023 and we started carnivore together a few months later. Her skin now is a normal color now and is totally clear. She looks and feels amazing! I work my job relentlessly but she cooks meals for me and it has helped tremendously! I’ve lost 40 lbs and every now and then I’ll eat some cabbage, green beans, asparagus or Brussels sprouts. I can’t eat salads anymore as I will get diarrhea from it. We eat good and we feel good. I would recommend this lifestyle to anyone wanting to become a healthy human again!",True,1094
591,Nick Norwitz,"I tried keto with eating 90% meat & eggs for a year. Initial results were amazing, lost 10kg became lean and mentally clear. But ended up with gout due to high uric acid from all the red meat. My kidney function also went down  so now I eat a clean normal diet with intermittent fasting.",True,287
592,Mark Hyman,"10,000 years? hmmm. ""The Makers Diet""  book has some other info on history of milk. But, overall, excellent presentation 👍",False,122
593,Jason Fung,Your list of things to do cracked me up! Thank you.,False,51
594,Eric Berg DC,We always wait till we are sick and sore until we start looking for these answers. Makes me guilty thinking what my kids have consumed and how much healthier they might have been. Im glad we didn't give them fizzy juice.,False,220
595,Jason Fung,Excellent video,False,15
596,Anthony Chaffee MD,Thank you so much for sharing! Please stop this torturing of people! People should have a choice!,False,97
597,Mark Hyman,"I've just started Ozempic. My doctor is quite positive about the drug. I am a type 2 diabetic that has gotten my A1c down to 5.8.  I still need to a bit more. I asked what she thought about using it for fatty liver disease. She said studies indicate that it helps. She wasn't pushy but very proactive in getting ahead of my health problems. I don't take metformin because I have problems swallowing them. My doctor said I might be able to get off of my high blood pressure meds and statins. I mainly follow a lowcarb diet. She encouraged walking and weight resistance  training. As a diabetic I was approved for the drug. She said going to a compounding pharmacy is also available.  So far I've noticed my pain in my whole body is lessening. That was the reason I was there for tests. I'll watch for the side affects but I'm glad she offered it. Also, while im not excessively overweight, I might loose some too. Ive lost over 30 lbs previouly over the last two years. I just cant seem to loose more, and part of the problem is i cant exercise effectively. I'm in too much pain. Some has to do with a previous back surgery and that was another reason for my visit. So...I think maybe we shouldn't be narrow minded but approach this cautiously.  Im very glad she perscribed it. I was able to pick up weights for the first time with less pain. At least I'm progressing.",True,1367
598,Jason Fung,"After 2 years of crossfit, I hadnt lost a pound. 2 months of IF, I  lost about 15 lbs on the 16-8 regiment. I could suddenly do bar muscle up's!  I'd like to loose more, but I seem to be at a plateau, not gaining but not loosing either. Any chance you can do a video on the plateau?",False,282
599,Shawn Baker MD,I want to go to his cookout that steak looks tasty,False,50
600,Eric Berg DC,Lost 120 pounds in less then a year and now the side affects are annoying but hey it works 💯,True,92
601,Shawn Baker MD,Interested in your take on Bob Harper's widow maker. He did a 180 on his diet afterwards,False,88
602,Eric Westman,Dr Westman l now know l must be eating carnivore so l can help my Hashimoto thyroiditis.  I really want to stop taking Levothyroxine for ever!!!!!,False,146
603,Dr. Robert Cywes M.D.,What carbs should you eat your carnivore based as he claims?,False,60
604,Eric Berg DC,As one nutritionist said “Eggs contain everything required for life”.,False,69
605,Dr. Robert Cywes M.D.,I feel better with NO fruits or veggies or starch. Drs need to learn more about interstitial cystitis.,False,102
606,Anthony Chaffee MD,"I’m trying to get my 74 yr old mom to start a carnivore diet. She has arthritis in her hands and I have shown her many testimonials and videos about ppls joint issue’s disappearing or at least improving, she’s still being stubborn. I’ll continue to chip away at it and hopefully she’ll warm up to the idea.",False,306
607,Shawn Baker MD,"I never omit my fruits and veggies! Matter of fact, I think it’s almost a crime to not pair your steak with a delicious baked potato and some peas . . . Yummy!!!",False,161
608,Dr. Robert Cywes M.D.,"My kidney stone disease ended by eating very low oxalate and high meat protein. I just don’t eat many vegetables, no nuts, no beans, rarely fruit. I will not go back.🎉",False,167
609,Shawn Baker MD,We are all in the same world how could one be more sick from the climate than anyone else?🤮,False,91
610,Nick Norwitz,"Docs, in the end, you may find out that within this cohort, the increase in plaque buildup for some is due to edema with possibly its association of alcohol consumption.",False,169
611,Dr. Boz,"I figured out how to stay 100% healthy throughout the entire pandemic, despite being elderly.  I find it amazing that no scientific person, or doctor has yet bothered to ask me how I did it, without getting so-called ""vaccinated"".  The lack of curiosity is telling.",False,265
612,Ben Bikman,"I have gout symptoms at irregular intervals.  I am an 81 year old white male.  The pain can be in either my hand thumb joints or my big toe joint - crystals are effected by gravity and drop to the lowest part of the body, so I have been led to believe.  I get almost immediate relief of pain symptoms by taking 2 750 mg capsules of Cherry Concentrate.   I happen to use are NOW brand.  I know this works, as a female 75 year old friend had same symptoms - I told her about this - she called me 20 minutes after taking a single capsule because her pain was gone in that 20 minutes.  Not sure about taking on regular basis to reduce ongoing inflammation.",True,652
613,Nick Norwitz,"Perhaps sometime in the future younger people can have a chance to donate their blood/plasma for this and get paid domewhat decently. And potentially get paid better if they have a very healthy diet (presumably more of a vegan leaning whole food diet because their are a lot of articles coming out about how it really does improve your health.) then older people can pay a similar amount to get a transfusion with same/compatible blood type. Idk if this already goes on, but as far as im aware it doesnt to the degree im thinking. Im thinking like everyone over 50 would pretty much want to, and itd be like $100 per transfusion.",False,629
614,Anthony Chaffee MD,Been doing research on carnivore and how it can level out hormones in women. That’s my biggest reason why I am starting. Wish me luck.,False,134
615,Nick Norwitz,Ty my cholesterol is around 450 a heavy statin was prescribed needless to say I never picked up the script been carnivore for almost 2 years and never felt better. ❤❤❤,True,167
616,Nick Norwitz,How many cookies and how many days and my a1c is 6.0 can I still eat these cookies please answer,True,96
617,Eric Westman,Didn't the British on months on ships need lemons to get rid of Scurvy?  Because what they were eating lacked Vit C.,False,116
618,Shawn Baker MD,"I had pinched nerve neck pain growing down my shoulder, was told use a neck pillow.  I used one  lay on my back through the night, took a couple weeks, yet pain free restored.  Also recall some herbs useful for inflammation relief, Turmeric, Cayenne, and others can be used with your Carnivore and Keto diet.",True,308
619,Shawn Baker MD,Fucking hilarious,False,17
620,Nick Norwitz,"Powder is usable like whole food , in terms of inulin benefits ?",False,64
621,KenDBerryMD,I thought you were going to say water. 😂 Play you can order ice water also. But great Idea. Imma do this.,False,105
622,Dr. Robert Cywes M.D.,This is amazing!! Thank you for sharing I've been thinking for years too much  salt was bad for me!! Wow thank you sir,False,118
623,Eric Berg DC,"This video saved my quality of life. I felt so heavy and bogged down. I weighed 240 two weeks ago. Now I weigh 212 and all ready fit into my old jacket. I barely eat sugars and carbs now, and I eat a ton of veggies and grilled meats. I drink probably a gallon of water now daily easy. Quitting sugar & carbs improved the way EVERYTHING tastes! I love water now. Veggietables taste amazing now, better than they ever have. I can jump and burst into a sprint without a second thought again. I truely feel amazing. Thank you so much for the information!",False,550
624,Anthony Chaffee MD,Started mine 2 weeks ago. I have lost 8 lbs my arthritis is less.,True,65
625,KenDBerryMD,"After I saw one of your videos, it inspire me to go on a carnivore diet mannnn..... I cannot tell you how this changed my life, its been three plus weeks and I already loose 15 lbs,  I'm 51 years old and I feel awesome. Thank you for your tips.",True,244
626,Dr. Robert Cywes M.D.,I was going to comment something mean. I realized I actually agree with what is being said. I have found a lot of success on keto. I have made lost 70 pounds. I am 25-30 away from my goal.  My mom is my partner in this experience. She is currently experiencing the dawn effect. We have been stuck for about half a year. I am not giving up. I have a sugar addiction. What I have examined is there have been a carb creep over past year into my diet. So we are trying to cut out sweeteners. I am going to switch to total carbs. I also am going to start to think about food like this. Thank you for this video this is actually reassuring and helpful.,True,646
627,Eric Westman,I'm down 65 lbs in 8 months on Carnivore. All my arthritis is gone now. Let me repeat that... ALL MY ARTHRITIS IS GONE. This way of eating has literally saved my life.,True,167
628,Nick Norwitz,"I'd say I fit squarely  into the hyper-responder category. I'm fit, have 'normal' BMI and exercise regularly. In US numbers, my total Cholesterol is 498, my HDL is 96 and my triglycerides are 64. My LDL and total numbers were so crazy high my Doctor freaked out and I went back onto medication (PCSK9).  Essentially the only thing it changed is the LDL; HDL still high and Trigs very low. I'd love to do an experiment with some extra carbs but I'm not sure Oreos is something I'd want to eat. I'd love to get off medication completely. If there was a controlled, supervised study I'd sign up.",True,592
629,KenDBerryMD,"The fibrocystic breast thing! I literally had a doctor's appointment scheduled because I thought I was getting breast cancer (my great grandma died from it nearly same age as me 34). Started taking iodine for other reasons, and just realized while listening to this my pain is gone and significantly less lumps. Iodine is amazing. I've started giving a single drop to each of my kids each morning.",True,397
630,Ben Bikman,"Had the Gastricbypass in 2007 and it's a choice I regret some days. Yes lost over 150 lbs but the supplements I have to take just to feel normal is astronomical been Lowcarb/Keto now 7 years and has helped in controlling my insulin and issues I was having Didn't learn about digestive enzymes untill 6 years ago So I lost several teeth, iron deficiency problems,severe muscle wasting, fatigue,depression etcetcetc Not untill I started using patch supplements and vitamins with oral ones did I see a change.",True,506
631,Dr. Boz,Thank god I’m already lean and athleatic,False,40
632,Dr. Robert Cywes M.D.,Does the dawn effect not go away after being in ketosis?,False,56
633,Eric Westman,"Unfortunately there are many fans who listen to him even though this way of eating may be quite fine for them. I enjoy following his channel but I do pick and choose what works for me. Great breakdown, Dr. Westman.",False,214
634,Nick Norwitz,"Цикорий довольно популярен в России в качестве замены кофе. Теперь буду пить чаще, спасибо",False,90
635,Nick Norwitz,"You know i did something similar to lose weight but with beef liver.  I ate a pound a day for a month. I lost over 30 pounds.  By the way, I can get beef liver by me for $2.17 a pound so I was essentially eating for $15 a week.  🔥  You should try a fast with cod liver instead of sardines then I don’t think you would have to supplement with the olive oil",True,355
636,Eric Westman,Ketones are healthy,False,19
637,Shawn Baker MD,We are all in the same world how could one be more sick from the climate than anyone else?🤮,False,91
638,KenDBerryMD,I appreciate Dr. Berg’s videos.,False,31
639,Eric Westman,"It's weird that in society today, anything some people disagree with is extreme.",False,80
640,Dr. Robert Cywes M.D.,"That is me exactly, lost 76 pounds gained back 9.5 pounds now took off 6 of that. I need permanent weight loss.",True,111
641,Eric Berg DC,Wow...  I never saw this!  Really dirty.  The “specialist” sucks too.  He’s really not breaking anything down.  He’s stammering and kinda answering in a circular kind a way with some responses.  I remember watching this episode of Dr Oz but I don’t watch him anymore.  Glad I stopped...,False,286
642,Ben Bikman,"Unfortunately, I had Liposuction in my 30’s - now, in my 60’s and post-menopausal, I noticed that fat gets stored in my back, arms, legs - pretty much everywhere around where liposuction occurred. It left “valleys and divets where the fat was removed since the fat cells around it get bigger.   Luckily, I have always worked out and made muscle strength a priory - even after a decade long hiatus, muscle tone can be restored w/ dedicated exercises. Now working on “shrinking” my remaining fat cells to even out my body appearance. Fat arms are the worst 😂 Hopefully, this little tidbit might help someone deciding whether  Liposuction is for them or not.",False,655
643,Jason Fung,"Many, many thanks!!!",False,20
644,Jason Fung,We've been lied to as kids. We don't need 3 meals a day. I've been doing 20/4 fasting for just a few days and I already feel better. 😁 can't wait to see results,False,160
645,Mark Hyman,I was diagnosed with Ankylosing Spondylitis. They told me it was genetic. I prayed for guidance and the Lord Jesus Christ changed my life. I was compelled to change my diet and do a 40-day detox that I believe healed my gut. I haven't had a flare-up in more or less 10 yrs.,True,273
646,Anthony Chaffee MD,Legendary video…  thank you for the straightforward advice. Been adapting  a carnivores lifestyle  for quite a while and I really enjoy the simplicity. It’s okay to slip up. It’s all about knowing what is better and eating better,False,229
647,KenDBerryMD,Dr Berg is amazing! Lots of comments about him being a chiropractor! Well he is an extremely intelligent sensible not to mention incredibly educated! And would not entertain making a video downgrading someone’s work or efforts to help others.,False,242
648,Shawn Baker MD,Admiral Gaslight ?,False,18
649,Dr. Boz,Nothing strange  😊  Greek word !  Thank you for info,False,52
650,Eric Westman,"The shocking truth is you will loose lots of weight , gain tons of energy, have killer workouts , have all your blood numbers improve, sleep better,not eat as much or as often , your skin will look better, save money not buying garbage food , many more to list , that’s my story anyway , im not going back !!!",False,309
651,Eric Berg DC,"Lovely, clear and friendly explanation. Thank you!",False,50
652,Anthony Chaffee MD,"Dude, wtf? I'm Australian, potatoes are our rice/pasta. I think poms are the same",False,81
653,Dr. Boz,Click bait. Im noticing people are doing saying anything now for viewing bc just like doctors they are monetized by certain actions,False,131
654,Eric Berg DC,"Dr. Berg, I switched from sugar to honey several years ago and I got every benefit you said. I think honey is attacked like fat and they both aren’t bad for you. I use about 2-3 lbs of raw honey every week and lost 20 lbs without trying and feel freaking amazing. I don’t wake up during the night for the bathroom unless I’m out and drink a drink with sugar in it.",True,364
655,Dr. Boz,"Everyone should have been alarmed like I was when I found out that anyone trying to report severe adverse reaction during the original clinical trials were removed from the trials, the most alarming was a story out of Texas where a person had actually died and they would not let the family members report their death. They're absolute Ludacris response was that the person in the trial was the only one allowed to report adverse reactions. Run forest run.",False,456
656,Anthony Chaffee MD,I'm battling with arthritis immobile for 2yrs and 7 months into canivore I thought it wasn't working for me but this month boom I started feeling better day by day my health has impoved suddenly although I'm struggling with constipation,False,236
657,Jason Fung,so clearly explained,False,20
658,Dr. Boz,Best content ❤❤❤❤,False,17
659,KenDBerryMD,Most of this is nonsense. What exactly is this guy peddling that makes him want to attack a well established perfectly healthy food like oats?,False,142
660,Anthony Chaffee MD,Maggie White is 82 years old? She looks much younger than this.,False,63
661,Anthony Chaffee MD,Started mine 2 weeks ago. I have lost 8 lbs my arthritis is less.,True,65
662,KenDBerryMD,"I had a DNA genetic profiling done regarding diet and fitness. Loads of very interesting information but the one that really stuck in my mind was that I am predisposed to be highly carb sensitive. A week ago I went from not very strict low carb which was tricky to carnivore. I’ve found it very easy, never hungry, feel great and not only have I lost 5lbs and feel slimmer… my blood pressure and blood sugar levels are great when they’d been high. A few days in I could hardly eat anything so fasted, then I had half a day of headaches and when I did get diarrhoea I took an Imodium as I was going out and haven’t had that again since.  At 59, female and 30 lbs heavier than I’d like with a lot of lumpy fat I didn’t think anything would work. This seems so far to be the solution!  It’s been made easier by my skinny partner being away and not much socialising. Could get trickier but I’m determined!",True,901
663,Nick Norwitz,"You about the prevalence of high circulatory cholesterol and low incidence of heart disease in Italy, especially in southern Italy. My wife's grandparents had levels around 400, took no medication, and lived to 97 and 101. My wife also has high cholesterol which is treated with walking, exercise, good food and sleep. Nothing more.",False,332
664,Dr. Robert Cywes M.D.,"You mean 3 years, not 3 days",False,28
665,KenDBerryMD,Love you Doctor.  You are not about money but about helping people. Thank you 🙏,False,79
666,Dr. Boz,"A lot of doctors, hospital administrators, etc need to stand tribunals for crimes against humanity.  ""following orders"" will NEVER be an excuse for the level of study/education/professional exertise you're SUPPOSED TO HAVE.",False,223
667,Eric Westman,"I PERSONALY BELIEVE THAT EVERYONES DIFFERENT HEALTH PROBLEMS AND DIFFERENT CAUSES FOR THEM. SO I BELIEVE THAT EVERYONE NEEDS DIFFERENT  INDIVIDUAL APROACH. ONE SHOULD TRY EVERYTHING OUT AND DECIDE WHATS BEST FOR THEM. I HAVE A PROLEM WITH ARTHRITIS AND TRIED RULING OUT FOODS AND FOUND OUT THAT WHAT ""SHOULD BE GOOD "" FOR ME  IS BAD. MAKES MY ARTHRITIS ATTACKS COME IN 30 MINUTES LITERALLY.  LIKE LEMON,ORANGES,TEA, COCOA ... SO . EVERYONE IS DIFFERENT. FOR ONE ITS COULD BE  REMEDY TO OTHER IS A POISON.",False,504
668,Eric Westman,We the people need to heavily complain to YouTube and file many major lawsuits,False,78
669,KenDBerryMD,Started two days ago. Already dropped 6 lbs in water weight (bathroom runs are wild). Starting out as a 45 day plan to lose weight before vacation. We’ll see how it goes!,True,170
670,Eric Berg DC,"OMG! I cannot believe it! He gave me the answer to my problem. I’ve been going through an overly stressful time and suddenly I started getting a twitch in my eye I could not stop. Coincidently, I decided to start ACV to lose weight and I just realized that I haven’t had the twitch anymore. I’m shocked.",False,303
671,Shawn Baker MD,"I lost 111 pounds and gave myself nutritional neuropathy, had gallbladder removed, appendix removed also",True,104
672,Nick Norwitz,"I have been on a keto/carnivore diet for over 5 years with great results. I tried this diet for 6 days with fruit and honey instead of sugar. I lost 4 pounds of fat and maintained my lean mass. I am 65 years old, 149lbs and 10.6% body fat according to my In Body 570 scale.",True,273
673,Anthony Chaffee MD,"Anthony/Mr. Hal C....I wanted to add this Hal sir...from your website material readings:  ""Why couldn’t we help people improve their condition, instead of just managing their decline? Let’s try to give them more years through healthy living,  or improve the quality of the years they have left'?"" Exactly.  Hal - now you need to hire, or start a small company that trains RN's/cooks/nutritionists to take on this challenge all over the U.S. first-hand.  Have Dr. Chaffee work with you and begin a long-term pilot study; UTube interventional challenge - watching the ramifications of such change.  I offer my ""basic nursing and life-long nutritional knowledge to help"" if you might be seeking such.  I think anyone, can learn anything with proper motivation and ""action"".",False,770
674,KenDBerryMD,Big help thank you Dr.,False,22
675,Shawn Baker MD,That’s it .. I’m gonna see a nice ribeye and eat a half a stick of butter  😘,False,76
676,Eric Westman,"Nice reaction video. Maybe an internal spending$ study was done by fast food/junk industry on 'normal diet' vs carnivore/low carb and they  freaking out on lower grocery spending  trend. These groups often pay influencers- such as cholesterol, body positivity, kids (toys, candy) to push their nessages.",False,303
677,Eric Berg DC,"I've gone back & forwarth with the 3 meals a day to the 2 meals a day weekly, as well as added more fruit & vegetables with a form of meat 3 times a week. I've lost 20lbs in 7 weeks. Its time for me to be more focused & do the 2 meals a day for a month with exercise 4xs a wk & I will finally be at the ideal weight for my height. Thank you Dr Berg for your healing & maintaining your inside organ videos & books!",True,413
678,Eric Berg DC,"I just passed 26 hours of fasting, can’t wait to try it another 24 hour and possibly achieve 120hrs.",False,100
679,Ben Bikman,So how do we lower insulin ???,False,30
680,Anthony Chaffee MD,Blessings and admiration to you.  Thank you!,False,44
681,Dr. Robert Cywes M.D.,"I am 3year 3months carnivore. .. I lost 25 kg in the first 18 months give or take...  However since then been on a stall. I am not at my optimum weight. I probabaly needed to drop another 8kg.  I have been searching and pondering why why why.. I also went through a spell of healing, no longer having night thirst not nightly loo breaks for about 4 months. But it has returned.. not with a vengeance but none the less, its back i do wake uo every night at least twice needing the loo and a drink of water.. so what caused this reversal.. I i decided about 2 weeks ago to add in a carb breakfast to see if the insulin spike may do something.. so started eating a cooked apple for breakfast...   And blow me over... I am finally experiencing satiety. First time since being in carnivore... so much so, that tonight I cooked 4 mini steaks... It would be my first eating since the cooked apple... I only mabaged to one of the mini steaks and just could not eat any more. (Before i would need to eat 8 mini steaks and still not even feel satiated... I am beyond fascinated.    So yes lets say carnivore healed multiple things in my body and still isnt finished but this insulin spike breakfast fullness has surprised me fully.",True,1221
682,KenDBerryMD,"Sorry Doc, you missed Linus's theory on Cancer with micro-nutrients. Calcium and Phosphorus carry glucose into the cells for oxidation while Magnesium and Potassium carry the oxygen in for combustion. With low Mg/K, it's fermentation that produces lactic acid that cancer cells thrive on. So, anti-cancer may be correct since lemons contain plenty magnesium and potassium, in fact enough to turn it alkaline(with hydroxides of magnesium and potassium even though lemon juice is acidic to start out with).😊",False,505
683,Dr. Boz,"Fasting everyday from 10pm to 1:00pm (next day). Very small lunch (rice and beans). And regular dinner (chicken,fish, no processed foods). And at least half my body weight in water per day. I run at least every other day (3 miles). I have lost about 40 lbs and am keeping it off.",True,279
684,Jason Fung,"I am 70 when, I was 67 when I lost 45 kg and  weight keep it till today.",True,72
685,Nick Norwitz,"i never thought that losing weight would be so easy, i lost 30 pounds in 2 months with this diet. i felt low energy for a week and once my body really switched on fat burning, everything was fine.skin got softer like if i got younger. fatty beef, beacon, eggs, salmond, butter,salt and black coffee . most of the days i only eat once.",True,334
686,Shawn Baker MD,Fucking hilarious,False,17
687,Dr. Robert Cywes M.D.,"I don't know if it is ""fat adaptation"" but on my 66 day marathon water fasting at around day 30 I started to be able to do computer programming which is the indicator of proper energy level for me. It is possible that it is very stubborn thing. Also all kinds of faint symptoms went away at that 30 day mark. In my 13 year ketogenic diet I have learned to measure glucose and B-hydroxybutyrate directly from blood. That does not involve any paid lab so you should be able to do it too. You simply get enough info to understand when you are burning fat. But having good energy level is the different beast.",True,605
688,Jason Fung,Jason I’m down 120 pounds. Thanks for your knowledge and help.,True,62
689,Shawn Baker MD,"I had a nerve injury from jiu jitsu that radiated from my neck down my left arm for 3 months! I was getting a massage and using a chiropractor every week, very experience out of pocket for me too. I used a grounding patch, essentially a cardiac lead from an ekg, placed it on the trap area next to my neck. Isolated grounded it for one night and the pain went away the next day. The results were so obvious and abrupt, three months of pain went away immediately after one night of direct isolated electrical grounding. I ground every night religiously and highly recommended it!",True,578
690,Ben Bikman,So how do we lower insulin ???,False,30
691,Nick Norwitz,"I've been mostly carnivore for years now.  I'm not like a vegan about it, though.",False,81
692,Dr. Robert Cywes M.D.,"Interesting. In my case, fat adaptation came with doing a 4 month carnivore diet, at the beginning of which I was not fat adapted at all. Then I was constantly in ketosis for the whole process.  How to get fat adapted mantaining a diet which includes carbs, to different degrees?",False,279
693,Nick Norwitz,"Those of us fixing ourselves don't need science to approve or prove we are right. I had chronic sinusitis for 35 years. ENT, operations, painkillers every 5-7 days. With the medical system just passing me around I went on carnivore (Thanks to Dr ChatGPT), and amazingly, 6 week after been in ER unable to sleep for day and not a full night in weeks, everything turned around. I'm now 12 weeks in. 8kg lighter and not a single sinus headache in 12 weeks... AFTER 35 YEARS! For me, something in a modern diet was the source I removed. Carnivore didn't ""fix"" me, it just excluded whatever the problem was. Paleo 'partly' helped a few years ago and I never really worked out why it wasn't fully successful. I won't guess here, because I'm 'fixed' finally.",True,751
694,Dr. Robert Cywes M.D.,"Good advice! If eating only 1 meal a day, or not eating for 24 hrs is not fasting, what is fasting? Diet is number 1, most important but exercise is very important for health and can help lose weight and very importantly build muscle.",False,234
695,Jason Fung,"its scary ,,because pounds just drop,doc fung ,I started my 48 hr fasting,,dropped 3 pounds in 2days,, I love the compliments in my neighborhood 🏋️‍♀️.also, the hunger is gone,if you really want to lose weight,reverse t2 diabetes,feel super ,more energy,get younger ,listen  to Jason.....god bless everyone.🥰🥰🥰🥰🥰🥰🥰🥰",True,315
696,Dr. Boz,I have Graves’ disease.. it sounds like people are giving themselves graves without the sever hand trembling.  I lost 30 lbs in4 months. I was not big to begin with.  I’m still trying to get into remission but I’ve lost so much muscle.,True,235
697,Dr. Boz,This “doc” is totally wrong. I’ve lost 80 pounds on Ozempic but have consistently exercised and my muscle mass is much healthier than ever. My A1C is now normal and my blood sugar is now around 105 on average.,True,209
698,Eric Westman,I would rather go through hell everyday with a colon than without one,False,69
699,Dr. Robert Cywes M.D.,"I would love some references regarding your hypothesis that only oxalates made by the body are a problem. I have seen many references showing the opposite, so some citations would be nice.",False,188
700,Mark Hyman,"My father had ALS for over 20 years.  He was able to work, walk, dance and have a life for over 20 years until a few weeks after my mother died and all of a sudden he was sick.  My sister and I never knew that he had been diagnosed with ALS and every few years his doctors would have him come back because they thought they had misdiagnosed him - but no matter what he had it but could walk, work and drive. and was happy.  Over the years his speech slowed down gradually which we noticed but assumed it was just slowing some from aging.  In 2015 I had emergency lung surgery because of a large abscess in my lungs.  One of my lungs had deflated because it was flattened by the growth.  A doctor told me I had a mild case of pneumonia and when antibiotics didn’t work he told me to give it more time - they were actually rude about it so I went to an urgent care where an xray showed the lung issues.  SO - I had a complete thoracotomy and afterward was diagnosed with severe sepsis so they put me in a drug induced coma for weeks and put on a cocktail of antibiotics.  After weeks in the ICU and dealing with kidney issues and a brain bleed I was taken to an inpatient rehab facility.  A few days into it C dif hit.  It was like a car hit me.  I was already really ill but the Cdif was awful and they had a difficult time stopping the problem.  Now 5ish years later I have neurological and other issues.  Neurology at NYU Langone did a million expensive tests but offered me nothing as a remedy.  Why do the tests if you have nothing else to offer?  I’ve started to deal with some of the issues using specific Amino Acids which seem to be helping some.  I’m sick of going to a million different doctors who have no answers and just pass me from one doctor to another.  The neurologists have written off the idea that I might have something else going on.  Very frustrated and disgusted with the medical community.  It saved my life but once the crisis was over it had no answers for what I was left with. I currently take Arginine/Ornithine, Taurine, a multi Magnesium and Lemon Balm before i go to sleep and I sleep like a rock and my bp went down 40 pts/20.  The Arginine did what Lisinopril and Norvasc  didn’t do and Brain Awake in the am.  It has LTheanine and Acetyl L Carnitine during the day.  I had recurring bladder and kidney infections and the antibiotics were a short term fix.  I started drinking whole organic milk which us more hydrating than water and the infections stopped.  Skim and lactose free milks aren’t as hydrating and doesn’t cause the problems blamed on Whole milk.",True,2595
701,Eric Westman,The PHD who is speaking about sugar being all that and a bag of chips in any form especially fruit juice is extremely uninformed I don’t know about the science that he’s reading but I would say it’s statistically biased.  Sad poor information harmful. Love and light to all ❤,False,275
702,Eric Berg DC,May God bless you Dr. for your explanation on the  topic.,False,57
703,Anthony Chaffee MD,"My brother is a cancer surgeon and he suggests the keto diet. I have cancer and went on the keto diet. It was rough getting started but after two weeks become rutine. I lasted 3 months lost 35 pounds and felt terrific. Once i started chemotherapy i couldn't stand the smell of meat and could not touch anything cold due to the effects on my nervous system. I had to stop that diet and tried to eat what i could as i had no appetite. Now im through with therapy and want to get back to that diet but maybe not so strict and ad more greens and beans.  The modern off the shelf food is poison, if it doesn't kill you directly it will surely kill someone you know. Our government and all the food producers are in on it as they control it. When you go to the grocery store you see many many labels but in reality there is only a dozen companies. You think you have options but its a lie. Stick to the parameter of the store and stay away from boxed, bagged and most canned foods. Pick the lessor brands as these are lower in sugars, salts and chemicals to enhance taste",True,1065
704,KenDBerryMD,"Not concerned with breast milk or kids anymore, being 63 lol. I would love to hear a take on this from a post menopausal woman who has been carnivore for a decade - that would be really something!",False,196
705,Anthony Chaffee MD,"I find what you said about females and hormones interesting and worth looking into.  Anecdotally, I was a healthy and fit size 8 heading into menopause… 15 years later I was struggling with maintaining a size 14 - had brain fog, low energy, and bowel cancer.  Ketovore has made a world of difference in my mental health, energy levels, and general health.  (And I’ve lost 15 kilos since March of 2023) Thanks Dr Chaffee. (…and I Love your Patreon group)",True,453
706,Shawn Baker MD,Is someone in control at the white house using George Orwell’s “1984” as the play book?,False,87
707,Dr. Boz,My Hairy toes are shaved 😂,False,26
708,Shawn Baker MD,"Oh yeah, 12pm bed head. Low blood sugar after the 5th smoothie of the day.",False,74
709,Eric Berg DC,"Thank you to your parents for gifting us such an amazing Doctor.  Discovered your channel not so long ago. Accidentally heard in your videos about Apple Vinegar and gave it a try and my bad feelings that lasted last few years started improving in 2 weeks and even went away, I can feel that by myself.  Wonder why a have not heard anything about it before in our modern developed world.   Thank you Dr. Berg!",False,408
